Analyte ID,m/z,Mode,Analyte Name,Formula,KEGG ID,HMDB ID,MSI Confidence Level
186.0561_2.88,186.0561,nRPLC,NA,NA,NA,NA,NA
178.0509_3.13,178.0509,nRPLC,Hippuric acid,C9H9NO3,NA,HMDB0000714,1
185.0566_3.58,185.0566,nRPLC,0,0,0,0,0
115.0764_3.5,115.0764,nRPLC,0,0,0,0,0
345.1063_3.54,345.1063,nRPLC,meta-O-Dealkylated flecainide lactam,C15H17F3N2O4,NA,HMDB60832,NA
145.0618_3.55,145.0618,nRPLC,0,NA,0,0,NA
182.0821_3.69,182.0821,nRPLC,C9H13NO3,C9H13NO3,NA,NA,4
183.0298_3.79,183.0298,nRPLC,0,0,0,0,0
101.0607_3.86,101.0607,nRPLC,C5:0 FA (Isovaleric acid|Valeric acid),C5H10O2,C08262|C00803,HMDB00718|HMDB00892,2
165.0555_4.06,165.0555,nRPLC,Phenyllactic acid|Dihydro-coumaric acid,C9H10O3,C05607|C11457,HMDB00563|,2
145.0869_4.22,145.0869,nRPLC,"C7:0,OH FA (Hydroxyheptanoic acid)",C7H14O3,NA,NA,2
169.0869_4.43,169.0869,nRPLC,0,0,0,0,0
201.1131_4.69,201.1131,nRPLC,"C10:0,DC FA(1) (Sebacic acid)",C10H18O4,C08277,HMDB00792,2
220.0613_4.86,220.0613,nRPLC,Hydroxyindolelactate,C11H11NO4,C05657 ,NA,3
199.0975_4.85,199.0975,nRPLC,"C10:1,DC FA (Decenedioic acid)",C10H16O4,NA,HMDB00603,2
204.0667_4.98,204.0667,nRPLC,Cinnamoylglycine,C11H11NO3,NA,HMDB11621,2
167.1076_5.07,167.1076,nRPLC,0,NA,0,0,NA
183.1025_5.21,183.1025,nRPLC,"C10:2,OH FA (Hydroxy-decadienoic acid)",C10H16O3,NA,NA,2
463.197_5.26,463.197,nRPLC,Estriol Glucuronide,C24H32O9,C05504,HMDB06766,2
197.0818_5.16,197.0818,nRPLC,"C10:2,DC FA (Decadienedioic acid)",C10H14O4,NA,NA,2
217.1079_5.35,217.1079,nRPLC,"C10:0,OH DC FA (Hydroxysebacic acid)",C10H18O5,NA,HMDB00350,2
169.0505_5.47,169.0505,nRPLC,0,0,0,0,0
265.1053_5.52,265.1053,nRPLC,0,0,0,0,0
179.0713_5.86,179.0713,nRPLC,"3-Methoxybenzenepropanoic acid|Coniferyl alcohol|4-Ethoxy-3-methoxybenzaldehyde|2-Phenyl-1,3-dioxolane-4-methanol|1-(2,4-Dihydroxyphenyl)-1-butanone|Benzaldehyde glyceryl acetal|Propylparaben|Ethyl p-anisate|4-Methoxybenzyl acetate|4-Hydroxy-2,6,6-trimethyl-3-oxo-1,4-cyclohexadiene-1-carboxaldehyde|Propyl 2-furanacrylate|3-(3-Hydroxyphenyl)-2-methylpropionic acid|p-HPEA-AC|1-(3,4-Dimethoxyphenyl)ethanone|Propiovanillone|trans-[6]-Shogaol|Trans-O-Hydroxy-Alpha-Methyl Cinnamate|(2,6-DIMETHYL-PHENOXY)-ACETIC ACID",C10H12O3,|C00590||||||||||||||||,HMDB11751|HMDB12915|HMDB29685|HMDB31240|HMDB32128|HMDB32174|HMDB32574|HMDB32640|HMDB33761|HMDB37602|HMDB37733|HMDB60734||||||,NA
197.0819_5.95,197.0819,nRPLC,"Guaifenesin|5-(3E-Pentenyl)tetrahydro-2-oxo-3-furancarboxylic acid|3-(4-Hydroxy-3-methoxyphenyl)-1,2-propanediol|(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid|3,4-Methylene suberic acid|2,3-Methylene suberic acid|Guaifenesin|Guaifenesin",C10H14O4,|||||||,HMDB04998|HMDB30991|HMDB33093|HMDB34099|HMDB59768|HMDB59779||,NA
134.0611_6.04,134.0611,nRPLC,0,0,0,0,0
199.0975_6.05,199.0975,nRPLC,"C10:1,DC FA (Decenedioic acid)",C10H16O4,NA,HMDB00603,2
273.1242_6.09,273.1242,nRPLC,"Bilirubin degradation product, C16H18N2O5(2)",C16H18N2O5,NA,NA,3
274.0953_6.17,274.0953,nRPLC,0,0,0,0,0
173.0817_6.1,173.0817,nRPLC,0,0,0,0,0
243.1235_6.22,243.1235,nRPLC,"Polyethylene, oxidized",C12H20O5,NA,HMDB32472,NA
199.0975_6.39,199.0975,nRPLC,"C10:1,DC FA (Decenedicarboxylic acid)",C10H16O4,NA,HMDB00603,2
163.0764_6.57,163.0764,nRPLC,Phenylbutyric acid,C10H12O2,NA,HMDB00329,2
217.0869_6.52,217.0869,nRPLC,0,0,0,0,0
189.0556_6.79,189.0556,nRPLC,"7-Methoxy-6-methyl-2H-1-benzopyran-2-one|Methyl (Z,Z)-10-hydroxy-2,8-decadiene-4,6-diynoate|7-Hydroxy-2,5-dimethyl-4H-1-benzopyran-4-one|Avenalumic acid|Coixinden A|(S)-2,3-Dihydro-5-hydroxy-2-methyl-1,4-naphthoquinone|Dihydroplumbagin",C11H10O3,||||C17916||,HMDB32991|HMDB39359|HMDB40326|HMDB40731|HMDB40938|HMDB41122|,NA
439.1605_6.76,439.1605,nRPLC,gamma-CEHC glucuronide,C21H28O10,NA,NA,3
231.1025_6.84,231.1025,nRPLC,0,0,0,0,0
345.1056_4.49,345.1056,nRPLC,meta-O-Dealkylated flecainide lactam,C15H17F3N2O4,NA,HMDB60832,NA
225.0767_6.97,225.0767,nRPLC,"3,4,5-Trimethoxyphenyl acetate|Genipin|2,4,6-Trimethoxyphenyl acetate|4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid|Dihydrosinapic acid|3-(4-Hydroxy-3-methoxyphenyl)-2-methyllactic acid|Verbenalol",C11H14O5,|C09780|||||,HMDB31722|HMDB35830|HMDB41560|HMDB41679|HMDB41727|HMDB60736|,NA
241.1444_7.02,241.1444,nRPLC,"C13:1,DC FA (Tridecenedioic acid)",C13H22O4,NA,NA,2
173.1182_7.02,173.1182,nRPLC,0,0,0,0,0
213.1132_7.2,213.1132,nRPLC,"5-Hexyltetrahydro-2-oxo-3-furancarboxylic acid|alpha-Carboxy-delta-decalactone|2-Carboxy-5,7-dimethyl-4-octanolide",C11H18O4,||,HMDB30984|HMDB30985|HMDB30986,NA
151.1127_7.68,151.1127,nRPLC,3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),C10H16O,NA,HMDB61112,NA
193.0869_7.68,193.0869,nRPLC,0,0,0,0,0
165.092_7.73,165.092,nRPLC,NA,NA,NA,NA,NA
463.0118_13.79,463.0118,nRPLC,0,0,0,0,0
355.0318_7.68,355.0318,nRPLC,0,0,0,0,0
187.1339_7.88,187.1339,nRPLC,"C10:0,OH FA (Hydroxycapric acid)",C10H20O3,NA,HMDB02203,1
165.092_7.88,165.092,nRPLC,C10:3 FA,C10H14O2,0,0,NA
227.1652_8.09,227.1652,nRPLC,0,0,0,0,0
241.1444_8.12,241.1444,nRPLC,"C13:1,DC FA (Tridecenedioic acid)",C13H22O4,NA,NA,2
183.1027_8.2,183.1027,nRPLC,NA,NA,NA,NA,NA
269.1757_8.22,269.1757,nRPLC,Ethylene brassylate|5-Hexyl-2-methylpyridine,C15H26O4,|,HMDB40459|,NA
221.1546_8.28,221.1546,nRPLC,0,C14H22O2,0,0,NA
155.1077_8.3,155.1077,nRPLC,0,0,0,0,0
167.1076_7.95,167.1076,nRPLC,C10:2 FA (Decadienoic acid),C10H16O2,NA,NA,2
251.1285_7.94,251.1285,nRPLC,"2,2,4,4-Tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione|3alpha-Hydroxyoreadone|QH(2)",C14H20O4,||,HMDB33197|HMDB36047|HMDB59661,NA
383.1531_8.39,383.1531,nRPLC,16a-hydroxy DHEA 3-sulfate,C19H28O6S,NA,HMDB62544,3
343.0772_7.67,343.0772,nRPLC,C12H16O5,C13H16N2O9,NA,NA,NA
193.0869_8.7,193.0869,nRPLC,0,0,0,0,0
255.1601_8.71,255.1601,nRPLC,"C14:2,2OH FA (Dihydro-tetradecadienoic acid)",C14H24O4,NA,NA,2
461.1814_8.68,461.1814,nRPLC,0,0,0,0,0
289.1055_8.87,289.1055,nRPLC,Threonic acid(1),C11H18N2O7,C01620,HMDB00943,NA
267.1236_8.88,267.1236,nRPLC,C14H20O5,C14H20O5,NA,NA,4
377.1755_9.07,377.1755,nRPLC,0,0,0,0,0
369.1736_9.39,369.1736,nRPLC,Androsterone sulfate|Epiandrosterone sulfate|Androstenediol monosulfate,C19H30O5S,NA,HMDB02759|HMDB62657|,3
493.2802_9.45,493.2802,nRPLC,0,0,0,0,0
333.207_9.63,333.207,nRPLC,"C20:4,DC FA(2)",C20H30O4,NA,NA,2
185.1546_9.79,185.1546,nRPLC,0,0,0,0,0
452.278_10.14,452.278,nRPLC,LysoPE(16:0),C21H44NO7P,NA,HMDB11473,2
311.2227_10.26,311.2227,nRPLC,"13-L-Hydroperoxylinoleic acid|8(R)-Hydroperoxylinoleic acid|9(S)-HPODE|12,13-DiHODE|15,16-DiHODE|9,10-DiHODE|(ª)-(E)-13-Hydroxy-10-oxo-11-octadecenoic acid",C18H32O4,C04717|C14831|C14827||||,HMDB03871|HMDB04706|HMDB06940|HMDB10201|HMDB10208|HMDB10221|HMDB40900,NA
323.2227_10.26,323.2227,nRPLC,1-Acetoxy-2-hydroxy-16-heptadecyn-4-one,C19H32O4,NA,HMDB31007,NA
235.1703_10.29,235.1703,nRPLC,C15:3 FA (Pentadecatrienoic acid),C15H24O2,NA,NA,2
391.2854_10.31,391.2854,nRPLC,Chenodeoxycholic Acid,C24H40O4,NA,HMDB0000518,3
343.2279_10.31,343.2279,nRPLC,"C22:6,OH FA (Hydroxy-docosahexaenoic acid)",C22H32O3,NA,HMDB10213,2
504.3094_10.62,504.3094,nRPLC,LysoPE(20:2),C25H48NO7P,NA,HMDB11483,2
500.278_10.63,500.278,nRPLC,LysoPE(20:4),C25H44NO7P,NA,HMDB11487,2
227.2016_10.71,227.2016,nRPLC,C14:0 FA (Myristic acid),C14H28O2,C06424,HMDB00806,1
480.3093_10.84,480.3093,nRPLC,LysoPE(18:0),C23H48NO7P,NA,HMDB11129,2
435.3114_10.96,435.3114,nRPLC,NA,NA,NA,NA,NA
527.1934_10.99,527.1934,nRPLC,C28H32O10,C28H32O10,NA,NA,4
412.3428_11.12,412.3428,nRPLC,0,0,0,0,0
505.3531_11.01,505.3531,nRPLC,Theasapogenol A|R1-Barrigenol,C30H50O6,|,HMDB34519|,NA
465.3583_11.23,465.3583,nRPLC,0,0,0,0,0
267.2327_11.66,267.2327,nRPLC,C17:1 FA (Heptadecenoic acid),C17H32O2,C16536,HMDB60038,2
509.3842_11.72,509.3842,nRPLC,Lpc-Ether,NA,NA,NA,NA
405.3014_11.73,405.3014,nRPLC,"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0)|MG(22:4(7Z,10Z,13Z,16Z)/0:0/0:0)|[14]-Gingerol",NA,||,HMDB11554|HMDB11584|,NA
433.3317_11.83,433.3317,nRPLC,C27H46O4,C27H46O4,NA,NA,4
413.2217_11.96,413.2217,nRPLC,0,0,0,0,0
463.3424_12.27,463.3424,nRPLC,C28H48O5,C28H48O5,NA,NA,4
457.2105_12.27,457.2105,nRPLC,0,0,0,0,0
407.1869_12.8,407.1869,nRPLC,C18H30O3S,NA,NA,NA,NA
489.3568_12.84,489.3568,nRPLC,C30H50O5,C30H50O5,NA,NA,4
393.3736_12.94,393.3736,nRPLC,0,0,0,0,0
539.4314_13.22,539.4314,nRPLC,0,0,0,0,0
433.3316_12.98,433.3316,nRPLC,NA,NA,NA,NA,NA
130.0872_0.53,130.0872,nRPLC,NA,NA,NA,NA,NA
180.0665_0.53,180.0665,nRPLC,NA,NA,NA,NA,NA
185.9481_0.56,185.9481,nRPLC,0,0,0,0,0
215.0329_0.57,215.0329,nRPLC,Hexose,C10H9NaO4|C5H13O7P|C5H13O7P,NA,NA,NA
135.0298_0.59,135.0298,nRPLC,NA,NA,NA,NA,NA
243.0619_0.66,243.0619,nRPLC,NA,NA,NA,NA,NA
217.0295_0.67,217.0295,nRPLC,NA,NA,NA,NA,NA
171.0774_0.69,171.0774,nRPLC,0,0,0,0,0
151.026_0.78,151.026,nRPLC,Xanthine,C5H4N4O2,C00385,HMDB00292,1
520.0737_0.81,520.0737,nRPLC,0,0,0,0,0
147.045_0.91,147.045,nRPLC,0,0,0,0,0
117.0556_1.43,117.0556,nRPLC,NA,NA,NA,NA,NA
87.0451_2.07,87.0451,nRPLC,0,0,0,0,0
172.9912_2.52,172.9912,nRPLC,Phenol sulphate,C6H6O4S,C00850,HMDB60015,2
158.0821_2.56,158.0821,nRPLC,0,0,0,0,0
293.1139_2.81,293.1139,nRPLC,gamma-glutamylphenylalanine,C14H18N2O5,NA,HMDB00594,3
212.0022_2.95,212.0022,nRPLC,3-Indoxyl sulfate,C8H7NO4S,NA,HMDB00682,2
131.0713_3.11,131.0713,nRPLC,"C6:0,OH FA (Hydroxyhexanoic acid)",C6H12O3,NA,HMDB00409,2
260.0536_3.12,260.0536,nRPLC,0,0,0,0,0
239.14_3.15,239.14,nRPLC,NA,NA,NA,NA,NA
239.1398_3.48,239.1398,nRPLC,NA,NA,NA,NA,NA
212.0022_3.5,212.0022,nRPLC,3-Indoxyl sulfate,C8H7NO4S,NA,HMDB00682,2
158.0821_3.51,158.0821,nRPLC,0,0,0,0,0
268.1083_3.56,268.1083,nRPLC,0,0,0,0,0
188.0353_3.58,188.0353,nRPLC,Kynurenic acid,C10H7NO3,C01717,HMDB00715,1
153.019_3.6,153.019,nRPLC,0,0,0,0,0
179.0573_3.65,179.0573,nRPLC,Theophylline,C7H8N4O2,C07130,HMDB01889,3
166.0508_3.73,166.0508,nRPLC,C8H9NO3,C8H9NO3,NA,NA,4
190.0509_3.73,190.0509,nRPLC,0,0,0,0,0
147.045_3.76,147.045,nRPLC,0,0,0,0,0
165.0555_3.78,165.0555,nRPLC,Phenyllactic acid|Dihydro-coumaric acid,C9H10O3,C05607|C11457,HMDB00563|,2
203.0017_3.88,203.0017,nRPLC,Methylcatechol sulfate|Methoxyphenol sulfate,C7H8O5S,NA,HMDB0240461|,3
141.0919_3.94,141.0919,nRPLC,0,0,0,0,0
336.0722_3.97,336.0722,nRPLC,0,0,0,0,0
167.0873_4.01,167.0873,nRPLC,0,0,0,0,0
208.0613_4.05,208.0613,nRPLC,0,0,0,0,0
220.0613_4.1,220.0613,nRPLC,Hydroxyindolelactate,C11H11NO4,C05657 ,NA,3
101.0607_4.16,101.0607,nRPLC,C5:0 FA (Isovaleric acid|Valeric acid),C5H10O2,C08262|C00803,HMDB00718|HMDB00892,2
350.1507_4.19,350.1507,nRPLC,Phenylalanyl-Tryptophan|Tryptophyl-Phenylalanine,C20H21N3O3,|,HMDB29006|HMDB29090,NA
244.1082_4.23,244.1082,nRPLC,0,0,0,0,0
201.1131_4.29,201.1131,nRPLC,"C10:0,DC FA(1) (Sebacic acid)",C10H18O4,C08277,HMDB00792,2
217.0479_4.32,217.0479,nRPLC,0,0,0,0,0
157.0868_4.48,157.0868,nRPLC,"C8:1,OH FA (Hydroxy-octenoic acid)",C8H14O3,NA,NA,2
145.0618_4.54,145.0618,nRPLC,0,NA,0,0,NA
130.0661_4.56,130.0661,nRPLC,3-Methylindole|Benzenepropanenitrile,C9H9N,C08313|,HMDB00466|HMDB34236,NA
144.0453_4.56,144.0453,nRPLC,NA,NA,NA,NA,NA
125.0971_4.59,125.0971,nRPLC,0,0,0,0,0
226.1083_4.64,226.1083,nRPLC,0,0,0,0,0
173.0818_4.72,173.0818,nRPLC,0,0,0,0,0
181.0869_4.88,181.0869,nRPLC,0,0,0,0,0
230.9966_4.89,230.9966,nRPLC,Vanillin 4-sulfate,C8H8O6S,NA,HMDB41789,3
159.0661_4.94,159.0661,nRPLC,0,0,0,0,0
230.0126_4.96,230.0126,nRPLC,0,0,0,0,0
177.0919_4.99,177.0919,nRPLC,0,0,0,0,0
181.0869_5.01,181.0869,nRPLC,0,0,0,0,0
174.0559_5.03,174.0559,nRPLC,Indoleacetic acid,C10H9NO2,C00954,HMDB00197,1
180.0665_5.1,180.0665,nRPLC,0,0,0,0,0
193.0868_5.12,193.0868,nRPLC,0,0,0,0,0
145.0869_5.18,145.0869,nRPLC,"C7:0,OH FA (Hydroxyheptanoic acid)",C7H14O3,NA,NA,2
125.0971_5.2,125.0971,nRPLC,0,0,0,0,0
259.1184_5.29,259.1184,nRPLC,0,0,0,0,0
194.082_5.34,194.082,nRPLC,0,0,0,0,0
359.1245_5.35,359.1245,nRPLC,0,0,0,0,0
175.0974_5.36,175.0974,nRPLC,0,0,0,0,0
177.0919_5.4,177.0919,nRPLC,0,0,0,0,0
159.1026_5.43,159.1026,nRPLC,"C8:0,OH FA(1) (Hydroxyoctanoic acid)",C8H16O3,NA,HMDB00486,2
188.0716_5.44,188.0716,nRPLC,3-Indolepropionic acid,C11H11NO2,NA,HMDB02302,1
141.092_5.45,141.092,nRPLC,0,0,0,0,0
441.075_5.46,441.075,nRPLC,0,0,0,0,0
285.0976_5.46,285.0976,nRPLC,0,0,0,0,0
149.0607_5.5,149.0607,nRPLC,3-Phenylpropionate (hydrocinnamate),C9H10O2,C05629,HMDB00764,2
185.0818_5.54,185.0818,nRPLC,5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid|5-Butyltetrahydro-2-oxo-3-furancarboxylic acid,C9H14O4,|,HMDB30988|HMDB30992,NA
213.1132_5.56,213.1132,nRPLC,"5-Hexyltetrahydro-2-oxo-3-furancarboxylic acid|alpha-Carboxy-delta-decalactone|2-Carboxy-5,7-dimethyl-4-octanolide",C11H18O4,||,HMDB30984|HMDB30985|HMDB30986,NA
173.0817_5.59,173.0817,nRPLC,0,0,0,0,0
319.1014_5.6,319.1014,nRPLC,C13H20O9,C13H20O9,NA,NA,4
125.0971_5.78,125.0971,nRPLC,0,0,0,0,0
134.0611_5.79,134.0611,nRPLC,0,0,0,0,0
229.0171_5.84,229.0171,nRPLC,0,0,0,0,0
238.0726_5.88,238.0726,nRPLC,0,0,0,0,0
231.1235_5.88,231.1235,nRPLC,0,0,0,0,0
99.0452_5.9,99.0452,nRPLC,0,0,0,0,0
225.1131_5.92,225.1131,nRPLC,"Allixin|3,4-Methylenesebacic acid|Senkyunolide J|Senkyunolide N|7-Epi-12-hydroxyjasmonic acid",C12H18O4,||||,HMDB40705|HMDB59729|||,NA
159.1026_5.94,159.1026,nRPLC,"C8:0,OH FA (Hydroxyoctanoic acid)",C8H16O3,NA,HMDB00486,2
345.155_6.05,345.155,nRPLC,"(1R,3S,4S,6R)-6,9-Dihydroxyfenchone 6-O-b-D-glucoside|(1S,3R,4R)-8,10-Dihydroxyfenchone 10-O-b-D-glucoside|Glucosyl 6-hydroxy-2,6-dimethyl-2E,7-octadienoate|Nepetaside|(1S,3S,4R)-9,10-Dihydroxyfenchone 10-O-b-D-glucoside",C16H26O8,||||,HMDB33222|HMDB33223|HMDB35822|HMDB38149|,NA
173.1182_6.07,173.1182,nRPLC,0,0,0,0,0
141.0919_6.07,141.0919,nRPLC,0,0,0,0,0
231.1235_6.1,231.1235,nRPLC,0,0,0,0,0
256.1551_6.12,256.1551,nRPLC,0,0,0,0,0
259.1186_6.13,259.1186,nRPLC,0,0,0,0,0
466.1712_6.13,466.1712,nRPLC,0,0,0,0,0
213.0226_6.22,213.0226,nRPLC,0,0,0,0,0
181.0869_6.26,181.0869,nRPLC,0,0,0,0,0
227.1288_6.36,227.1288,nRPLC,"C12:1,DC FA (Traumatic acid)",C12H20O4,C16308,HMDB00933,2
237.0766_6.37,237.0766,nRPLC,0,0,0,0,0
125.0971_6.38,125.0971,nRPLC,0,0,0,0,0
181.087_6.42,181.087,nRPLC,0,0,0,0,0
211.1339_6.49,211.1339,nRPLC,"Cucurbic acid|Dihydrojasmonic acid|Vulgarole|Traumatin|3-Ethenyl-4-hydroxy-2,5-dimethylhex-5-en-2-yl acetate|Cucurbic acid|(+)-1,2-Epoxyneomenthyl acetate",C12H20O3,|||C16309|||,HMDB29388|HMDB33601|HMDB35085|HMDB37326|HMDB41572||,NA
229.1442_6.49,229.1442,nRPLC,NA,NA,NA,NA,NA
245.1392_6.49,245.1392,nRPLC,"C12:0,OH DC FA (Hydroxydodecanedioic acid)",C12H22O5,NA,HMDB00413,2
321.0855_6.54,321.0855,nRPLC,NA,NA,NA,NA,NA
139.1128_6.69,139.1128,nRPLC,0,0,0,0,0
283.1184_6.78,283.1184,nRPLC,0,0,0,0,0
277.1078_6.79,277.1078,nRPLC,0,0,0,0,0
185.0817_6.82,185.0817,nRPLC,0,0,0,0,0
415.1243_6.88,415.1243,nRPLC,0,0,0,0,0
199.007_6.9,199.007,nRPLC,0,0,0,0,0
229.1443_6.91,229.1443,nRPLC,NA,NA,NA,NA,NA
177.092_6.94,177.092,nRPLC,0,0,0,0,0
187.1339_6.96,187.1339,nRPLC,"C10:0,OH FA (Hydroxycapric acid)",C10H20O3,NA,HMDB02203,1
299.1134_7.09,299.1134,nRPLC,0,0,0,0,0
225.1132_7.1,225.1132,nRPLC,C12H18O4,C12H18O4,NA,NA,4
141.092_7.11,141.092,nRPLC,0,0,0,0,0
329.1756_7.16,329.1756,nRPLC,C20H26O4,C20H26O4,NA,NA,4
235.095_7.19,235.095,nRPLC,0,0,0,0,0
331.1913_7.26,331.1913,nRPLC,C20H28O4,C20H28O4,NA,NA,4
163.0764_7.33,163.0764,nRPLC,Phenylbutyric acid,C10H12O2,NA,HMDB00329,2
539.2492_7.4,539.2492,nRPLC,Tetrahydroaldosterone glucuronide|Tetrahydrocortisone glucuronide,C27H40O11,NA,HMDB10357,3
215.1288_7.46,215.1288,nRPLC,"C11:0,DC FA (Undecanedioic acid)",C11H20O4,NA,HMDB00888,2
313.1198_7.47,313.1198,nRPLC,"bilirubin degradation product, C17H18N2O4(2)",C17H18N2O4,NA,NA,3
187.1339_7.49,187.1339,nRPLC,"C10:0,OH FA (Hydroxycapric acid)",C10H20O3,NA,HMDB02203,1
255.1601_7.55,255.1601,nRPLC,"C14:2,2OH FA (Dihydro-tetradecadienoic acid)",C14H24O4,NA,NA,2
213.1496_7.57,213.1496,nRPLC,"C12:1, OH FA (Hydroxy-dodecenoic acid)",C12H22O3,NA,NA,2
241.1444_7.59,241.1444,nRPLC,"C13:1,DC FA (Tridecenedioic acid)",C13H22O4,NA,NA,2
155.1077_7.6,155.1077,nRPLC,0,0,0,0,0
199.1339_7.66,199.1339,nRPLC,(S)-9-Hydroxy-10-undecenoic acid|Clarycet|3-Nonanon-1-yl acetate,C11H20O3,||,HMDB32662|HMDB36029|HMDB37179,NA
271.082_7.68,271.082,nRPLC,0,0,0,0,0
155.1077_7.72,155.1077,nRPLC,0,0,0,0,0
197.1546_7.84,197.1546,nRPLC,C12:1 FA (Dodecenoic acid),C12H22O2,NA,HMDB00529,2
257.1756_7.85,257.1756,nRPLC,"C14:0,DC FA (Tetradecanedioic acid)",C14H26O4,C11002,HMDB00872,2
271.1913_7.87,271.1913,nRPLC,"7(14)-Bisabolene-2,3,10,11-tetrol",C15H28O4,NA,HMDB35918,NA
541.2648_7.88,541.2648,nRPLC,Cortolone glucuronide|Tetrahydrocortisol glucuronide(3),C27H42O11,NA,HMDB10320,3
143.1076_7.9,143.1076,nRPLC,0,0,0,0,0
485.0901_7.97,485.0901,nRPLC,0,0,0,0,0
283.1185_7.97,283.1185,nRPLC,0,0,0,0,0
179.0713_7.98,179.0713,nRPLC,Propyl hydroxybenzoic acid,C10H12O3,NA,NA,3
197.1546_8,197.1546,nRPLC,C12:1 FA (Dodecenoic acid),C12H22O2,NA,HMDB00529,2
479.228_8.02,479.228,nRPLC,11-Oxo-androsterone glucuronide,NA,NA,HMDB10338,NA
201.113_8.04,201.113,nRPLC,"C10:0,DC FA (Sebacic acid)",C10H18O4,C08277,HMDB00792,2
167.1076_8.05,167.1076,nRPLC,C10:2 FA (Decadienoic acid),C10H16O2,NA,NA,2
177.092_8.16,177.092,nRPLC,0,0,0,0,0
320.1613_8.21,320.1613,nRPLC,0,0,0,0,0
312.9725_8.25,312.9725,nRPLC,0,0,0,0,0
194.0822_8.26,194.0822,nRPLC,0,0,0,0,0
247.1337_8.27,247.1337,nRPLC,0,0,0,0,0
220.1466_8.28,220.1466,nRPLC,0,0,0,0,0
177.092_8.3,177.092,nRPLC,0,0,0,0,0
229.1808_8.31,229.1808,nRPLC,0,0,0,0,0
201.1496_8.34,201.1496,nRPLC,3-Hydroxynonyl acetate|3-hydroxyundecanoic acid|3-Nonyl acetate,C11H22O3,||,HMDB32443|HMDB61654|,NA
265.1079_8.41,265.1079,nRPLC,"Nevirapine|3',4',5'-Trimethoxycinnamyl alcohol acetate|Sapidolide A|Nevirapine",C14H18O5,C07263|||,HMDB14383|HMDB40891|HMDB41582|,NA
321.1704_8.43,321.1704,nRPLC,0,0,0,0,0
239.1651_8.43,239.1651,nRPLC,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)",C14H24O3,NA,NA,2
323.1862_8.47,323.1862,nRPLC,0,0,0,0,0
251.1652_8.54,251.1652,nRPLC,0,0,0,0,0
283.1913_8.55,283.1913,nRPLC,0,0,0,0,0
329.2332_8.6,329.2332,nRPLC,"C18:1,3OH FA (Trihydroxy-octadecenoic acid)",C18H34O5,C14835,HMDB04710,2
225.1495_8.6,225.1495,nRPLC,0,0,0,0,0
291.16_8.65,291.16,nRPLC,0,0,0,0,0
243.16_8.69,243.16,nRPLC,"C13:0,DC FA (Undecanedicarboxylic acid)",C13H24O4,NA,HMDB02327,2
237.1495_8.7,237.1495,nRPLC,Geranyl acetoacetate|OPC-4:0,C14H22O3,|,HMDB38256|,NA
287.2226_8.72,287.2226,nRPLC,0,0,0,0,0
333.2069_8.81,333.2069,nRPLC,"C20:4,DC FA",C20H30O4,NA,NA,2
493.2438_8.83,493.2438,nRPLC,"7,11-Bisdeacetylvaltrate 7-(3-methylpentanoate) 11-(3-hydroxy-3-methylbutanoate)",C26H38O9,NA,HMDB33655,NA
371.1084_8.87,371.1084,nRPLC,C15H20N2O9,C15H20N2O9,NA,NA,4
269.1291_8.88,269.1291,nRPLC,4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid,C16H18N2O2,NA,NA,NA
269.1757_8.9,269.1757,nRPLC,Ethylene brassylate|5-Hexyl-2-methylpyridine,C15H26O4,|,HMDB40459|,NA
229.1807_8.9,229.1807,nRPLC,0,0,0,0,0
257.1758_8.94,257.1758,nRPLC,"C14:0,DC FA (Tetradecanedioic acid)",C14H26O4,C11002,HMDB00872,2
465.2492_8.94,465.2492,nRPLC,Androsterone glucuronide(1),C25H38O8,C11135,HMDB02829,3
411.1845_8.97,411.1845,nRPLC,Hydroxypregnenolone sulfate(1),C21H32O6S,NA,HMDB00416,3
255.1965_9.02,255.1965,nRPLC,0,0,0,0,0
392.246_9.03,392.246,nRPLC,0,0,0,0,0
327.2175_9.06,327.2175,nRPLC,"Corchorifatty acid F|Auxin a|(9R,10S,12Z)-9,10-Dihydroxy-8-oxo-12-octadecenoic acid",C18H32O5,||,HMDB35919|HMDB38483|HMDB40611,NA
413.2_9.17,413.2,nRPLC,Pregnenetriol sulfate(1),C21H34O6S,NA,NA,3
567.3174_9.19,567.3174,nRPLC,Deoxycholic acid glucuronide,C30H48O10,C03033,HMDB02596,3
239.1651_9.23,239.1651,nRPLC,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)",C14H24O3,NA,NA,2
183.1389_9.24,183.1389,nRPLC,C11:1 FA (Undecenoic acid),C11H20O2,C13910,HMDB33724,2
271.1913_9.24,271.1913,nRPLC,"7(14)-Bisabolene-2,3,10,11-tetrol",C15H28O4,NA,HMDB35918,NA
